🐼丨央视频道,#genre#
CCTV-02 财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-03 综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-04 中文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-05+ 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-06 电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07 军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-08 电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09 纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10 科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11 戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12 社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13 新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14 少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15 音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16 奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17 农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-01 综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-02 财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-03 综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8 
CCTV-04 中文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-05+ 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-06 电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07 军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8 
CCTV-08 电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09 纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10 科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-12 社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13 新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14 少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8 
CCTV-16 奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17 农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8 

CCTV-01 综合,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8
CCTV-01 综合,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV-02 财经,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8
CCTV-02 财经,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8
CCTV-03 综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV-04 中文,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV-05 体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV-05+ 体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV-06 电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV-07 军事,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV-08 电视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV-09 纪录,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV-10 科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV-11 戏曲,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8
CCTV-12 社会,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV-13 新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226011/index.m3u8
CCTV-14 少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV-15 音乐,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8
CCTV-16 奥林,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV-17 农业,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8



动作电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
家庭影院,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
高清电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy

🐼丨央视IPV6,#genre#
CCTV-01 综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV-02 财经,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000502/index.m3u8?
CCTV-03 综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV-04 中文国际,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV-05 体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV-05+ 体育赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV-06 电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV-07 国防军事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8
CCTV-08 电视剧,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV-09 纪录,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8
CCTV-10 科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8
CCTV-11 戏曲,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV-12 社会与法,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8
CCTV-13 新闻,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8
CCTV-14 少儿,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8
CCTV-15 音乐,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8
CCTV-16 奥林匹克,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8
CCTV-17 农业农村,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8
CGTN英语,https://0472.org/hls/cgtn.m3u8
CGTN记录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8

CCTV-01 综合,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV-02 财经,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV-03 综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8
CCTV-04 中文国际,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV-05 体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV-05+ 体育赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV-06 电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/1.m3u8
CCTV-07 国防军事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV-08 电视剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8
CCTV-09 纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010217/1.m3u8
CCTV-10 科教,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV-11 戏曲,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV-12 社会与法,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV-13 新闻,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV-14 少儿,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV-15 音乐,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV-16 奥林匹克,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV-17 农村农业,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
CETV 1 中国教育,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000002652/index.m3u8?channel-id=bestzb&Contentid=5000000002000002652&livemode=1&stbId=3
CETV 2 中国教育,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031126/index.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3

🐼丨卫视频道,#genre#
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
中国教育,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=5202
东方卫视,http://159.75.85.63:36666/migu/651632648.m3u8?migutoken=18494981373a5c02707f2806739bfa8d5c7dc0392e527557dba58dbdebb9a32192bd46ef9c9ef92130f21b611f940f180b843b9921d816882b9b77ad76ef1c250913ea5f3433dbd2c87c79f0d3
陕西卫视,http://159.75.85.63:36666/migu/738910838.m3u8?migutoken=ddb75044731c1662a26ab740906846d529d2f2b49f3cfb4b0351121ef2d8d6b769a7668cb4069ab87cb18f7fa5339555ff72c68d987ee33d58848b49a638a5e74ddac98f3f375662a0c143cbbe
湖北卫视,http://159.75.85.63:36666/migu/738906825.m3u8?migutoken=169c1fc424c4f5a0fcdd48c00322c1f9c9c9420b663deb13a61f63f962b571f6dd9cf608f4dd2caea7fd8fdc209d6fbd33328ba6b7dd7d15b38e3c73e94b1efcc689e07dc6dcb52d981fb3aa35
江西卫视,http://159.75.85.63:36666/migu/783847495.m3u8?migutoken=1d0abf4b5a0a90db68b807ba02deeed6cb33043bd6a8ad274e0c6eca227f4703e2682ef10ab35c1e0220a6865b607445ab1c2ecd96f9c117e787b5e9ec352cfae907704381911d20cc2d093371
江苏卫视,http://159.75.85.63:36666/migu/623899368.m3u8?migutoken=ed2b75ded9af14d70a3026e22a718c712bba1437d404f096a39db8b30b375579b4125d42eb21f81e34d73f04b47d02ac53ff8d485046c2b854ed4219c92aaba0fe25d1ac94eb66729506c312be
海峡卫视,http://159.75.85.63:36666/migu/849119120.m3u8?migutoken=c4f88b69cca19cb7297556d79c5fb7b4b375ea4908e4ad4db9b72db1a1a67add8aa498ea957e957e154d97d92bca3d5bad0375031ed86136f2d1a7008e1dfe74c3033aaaf70894e4f1b18d89f3
东南卫视,http://159.75.85.63:36666/migu/849116810.m3u8?migutoken=27fb25a4f236e07c20ee26cd48cf8a33aa8a0958c3fa2209539d80f6629e533c55d1c4fede7b3497e0e3ce85b00554ae83ca1e54b0f1127abea4bcfb4d303e2ee1a3aee43d5b271d99e510f4a8
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=m3u8
广西卫视频道,http://39.165.196.149:9003//hls/17/index.m3u8
河南卫视频道,http://39.165.196.149:9003//hls/18/index.m3u8
东方卫视,https://migu.mytvsuper.xyz/migu/651632648?sign=gAAAAABnSYtmEDfqOPEMo5tVmkug0mZ1KnQ1PPbScPvSqnMdyWzM9eZZ1Cu98o2xlcMyRsloSgsfYGqP23r3QNU_dEQraaxpBVrbhixpXhfK9RlgH8PR83dxjZ0etWxY8-sSt8bl2JYE1j5b_PMpCSf80By7orebhRtNnSBcExal9i6lqq7corYivGOUQkFxB6kxPyIsRpPJqflvfknL8mr4ZZagpgCdVA%3D%3D
江苏卫视,https://migu.mytvsuper.xyz/migu/623899368?sign=gAAAAABnSYtmOv7Odbo1PEVm2NygpGX1ctvIitVjIOI1YT49Vy6-h-lkgWNMRqFbUWhdgixn8YUQHz0PLvyaJxdiaw4z-YUoFUD1rOIZkqOkpZQvL2pKOcmQdzHJwmEBi-GCqimkcpPjICzjeM6Q3vq2NeHQi_UFGwMwbszkzXbBBk-4R6EdZu1jTXOFB1IHsX04ob4CDJCjqDmUFDKZz2KtcVhUr96hXQ%3D%3D
广东卫视,https://migu.mytvsuper.xyz/migu/608831231?sign=gAAAAABnSYtmi84PcEC7k2GRulPA1XzbFVm9y9bweerox5aaFHF5g_4cdoFif7WjzK1mIH9BLsxpDYXqYhXT6g1sT8yKUa8lRSFMLW3Umb7Wy05q6cGQMB0IupjKReiKhrx37TCboHqEV2e6cFh7tl4r_ouzmmD_tJ-EnoU6fmptzT0vcsPTOs16IsqVflKTRETMiE5vATpGYh3wiGpWdk5eRaLT9smAvw%3D%3D
江西卫视,https://migu.mytvsuper.xyz/migu/783847495?sign=gAAAAABnSYtmsHWhNuIDSDwuz_CY23o8UXsIfJy_p-CblXc-pwHX9bO2GF0BvuCoeUsJwwRDuvgi7YtuAifK2mg-AsFxI_T6iEFdfVvn5TegNolTNv3IVXXZ5Ukhg2gGkzmtfVIahVwmNlb8amv1XBGsvB_ESoJ0sGppOIsPTyTd-wCUvAUzULCivuRQFb3PY8o33HXAKiudEmqnE5Mvh6YvhnP3mJYfvA%3D%3D
陕西卫视,https://migu.mytvsuper.xyz/migu/738910838?sign=gAAAAABnSYtm62KOm2lwNrG_hzmrSq44k3hJ2trtFmVTW0fMsaeyhmfXnOhtkntFgK7V3g9200DwqsE2J9myclEMAnnvxrGtuMB47v9b7q3dotzGUddS-iJ72dz7U43BOR5T8bptXz9_pyteINdDUDpePSL-8a3KbLBhHmx27LZiYwvMst-aK3IAf3EC8pXWaj1yY-7DxQrctsWTmJNNwJAHbvZ5-40eSQ%3D%3D
湖北卫视,https://migu.mytvsuper.xyz/migu/738906825?sign=gAAAAABnSYtms8UgiKaN8vK4m4IHPdjQyUQKIBdrDde-pN2ghFg4un8LlrQanWRqawyqts8Bt5Hi-XKDzH1W_69Ezp6Ll7c9JmWtm2q4xrSoojcMtuAA9ZmznGVKxD5NQess2RecAm7oXeEXV7ENRZHkXJhPneydoP3kqTumbE1sx4hVEhUZFqsimFhqZa5u21tBEPNTwxmwKHcO3o4Hmm6rLe7CnS7tJQ%3D%3D
上海新闻综合,https://migu.mytvsuper.xyz/migu/651632657?sign=gAAAAABnSYtmGuQSLx5X2Giv30ibyQImGSC9EvI0vkvhRzuyT3AeOYuKvfffvPXVS_ucTgzhI0bmJjkU3cUG9bSWGdqRI5k7-c1sa7z_g5xONlSVircNE1Jhd_u2jCyHiaqPsYVKxX30JCuNDEgCciapw_ussDH9_KZ3Xgy-qSzuDjTJgrLVhBzFOKL1sWlCHaIZ1i8ZssTI5zUwv9z2eYg8GpYculyjIQ%3D%3D
上海东方影视,https://migu.mytvsuper.xyz/migu/617290047?sign=gAAAAABnSYtmYBzWvcBQl1HC2Ricd2-bZPutQ1sxwW8vY05F69L8b2zS9SSJc3hgHU279_iQhL79OSrFTuWbbu4z-_R6PKO0X6ponPH8GbAzcVxflO-GTRK1-edDAlm6L5cW_uLz92xvNvkMnNFhO7bor6buoU5-eXJd9bxP-gQlsQrlgY49mNJX9e4vsCJEq7FrsQOetJG0wIA0BnOdgEAEFw7c7gKMOg%3D%3D
上海纪实人文,https://migu.mytvsuper.xyz/migu/617289997?sign=gAAAAABnSYtmEJv4wqMNaoXi2MFbhc0vkY6YSfJ-fj-8SQMldyZWdEZpYWIanKpQewnt_iTS-oEIicEu9kwJ0Z7zLXMEa9oUc1pxvnyC3pdkj60LC7TuDkOGKhfkjv4UF0cy2phbEwMKhyYHdF4VcQjCuE49MXpv3LEmof9uOBuIP-U9aLo-3NnTlKM-fKq_RcrQsigMKDbELYcXGucUkGHszsdRQvSkFQ%3D%3D
SiTV 七彩戏剧,https://migu.mytvsuper.xyz/migu/796071456?sign=gAAAAABnSYtm1TZWjDvEUwqON-8933NMEqgi9e702w1tcnrOsqz9YpcWU4pP7aBPg9oknWkGnEsroGJod9rmjZAE_50Hb6h0dvo9WTuWew8xBpR4FXpTuPIg-N7abfl6xVAUTxzVgvCdvUhF3UeogHmmmKPbIYzyktAGy3hZoXW8tUNe_bJIzuurpURseZlTn2Nz4DKNMzYvFLtCGfOf8GjzxmyVKrBsdQ%3D%3D
SiTV 劲爆体育,https://migu.mytvsuper.xyz/migu/796071336?sign=gAAAAABnSYtmeoj05YBmzdexWicHBt48qOmRTUaLACJSQ8s6D-Tn8kNL2BWX1_v5ANDfFWragMP2XrXZbT9nvjVIFFqYe14odhi7FhV0xUoeZLIrtjDVyXMSXiAdffBeLb8hY3rdW3joLPCbZKEQODKfDcXCyhKlQdgZj-r5yxLZslNaYg56X6e8IjRn2-6J9-HbOyOMV2u8Ao7lHJV-lDz-26AmgjWrcw%3D%3D
SiTV 魅力足球,https://migu.mytvsuper.xyz/migu/796070308?sign=gAAAAABnSYtmW669jyA6OlJrxxjDKMt8wmMulrSpzQWeaLIZhvAVvGarLHRLI8_vOcNFhaHMGjYMeedX_OU2sh6CwpBBMXxBwiRBkowwih6ZzeptUjhMQK8u77atLul1AfAhSjMWumKI2i572y--0R-25mkIZSuXMYezyavdmGt_XCUZSt01nBGXmF840Oig_HyKweUiSeKNMW1xzniqgZP-fATo8FE4pQ%3D%3D
SiTV 法治天地,https://migu.mytvsuper.xyz/migu/790188943?sign=gAAAAABnSYtmR68xtTGRLlAmWaCO9ApjNNBW9MM9YF2AzJj2d_5uEiohxZWhGc6QTSUz5OtMzMy7OAmLX6wl_gw2nGtOwF18UCOOQ7jqqYrwBNh-XVxF_E9YBhz3vpNSyAGI72322zvZMeTJ1YeDSVKl6GTX7Q9fsmasUZL43_OQDf-zED-g5h4yCN1UIxV1K6ioUIeYeM13Lm4erS6YJcP11bvA6J56FA%3D%3D
SiTV 乐游,https://migu.mytvsuper.xyz/migu/796070452?sign=gAAAAABnSYtmgGHN3hw5KcNd9yF_Qv7cQQBx3Y6NeDmXIaI5Z1wPM3llM8h9Lpa3_vTh8RDE6nKjf7B7Mava72KYnPX3YleQKubL6_H2TF0MgX4JSMXCLfQG_2HzrQuvg_tklXqU1L49GVtVPU5DYHukeTFbqrZn5bu9OP0L_tufEqhnvHvoArGdReeJoHmbPDTJbwKN428mUZmhsoNVC7fi7Rl9WMZK0Q%3D%3D
SiTV 游戏风云,https://migu.mytvsuper.xyz/migu/790188417?sign=gAAAAABnSYtmk4x4lj5LqT9HqhSaOkpJF4mu_Zj1CswBXkVyfhDjHmcikCRbTIQmpklMIPILfPMnhmy4vjX2kIlOdtaq8Rm2XciZWxljnJ88R_wsS5TpViWQoP8zMzB_lf5UZGSKVW5UgPpaKPhsLTaXZN_PT892WQuf46k43X2ZvWJzcKYxkpH-DXOTjnQLMvWGppOvQW09Ko-gUNbuH2-YOzgWrGloYA%3D%3D
